"x"
"Good upgrade from the S7, but almost as fragile as an iPhone.I upgraded my older Galaxy S7 to the S8.  I like the feature upgrades and additional functionalities that the S8 has added, along with the newer Andriod version that S8 supports.  Battery life seems to be good.  Took a little getting used to as the \"Home\" button is no longer a button, but a touch icon, and the figure print reader is on the back now.  Before with the S7 I could unlock just by touching my thumb to the home button, but now I have to do a two-finger action.  Just took a while to get the rhythm down.My only negative feedback is the S8 is FRAGILE!  Almost as bad as an iPhone! It slipped from my hand and fell about 1 foot, and shattered the screen.  I've dropped my S7 from 3-4 feet onto the same surface without a scratch.  After doing some research, I found that the S8 has a reputation for being one of the most fragile Samsung.  Don't know about the S9.  I had even purchased a SlimArmour case and a StinkLight screen protector, just hadn't put it on yet as I had just had the phone a little more than 2 - 3 hours.  It was $$ to repair.Overall, it's a good phone and an improvement over the S7.  Get a good case and screen protector and put it on pronto to avoid additional costs.Read full review...Verified purchase:  Yes | Condition: new | Sold by: salesatdistribu..."
"Great valueI purchased a galaxy s8, it came in a slim package and it was wrapped in a lot of bubble wrap. The phone was in perfect condition if it was in a box with everything I wouldn’t have been able to tell the difference between a brand new one and this one. Everything works great. There are a few minor scratches but nothing bad at all. But all it is is a phone. No accessories.Read full review...Product Reviews Images DialogProduct Reviews Images DialogProduct Reviews Images DialogProduct Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: pre-owned | Sold by: alltechwholesale"
"Great product! What i expected!Received product brand new and in box! Product works great. Gorgeous screen,  high quality photos and videos and able to customize everything! Phone only had minor glitches here and there. But overall i love my phone!Read full review...Verified purchase:  Yes | Condition: new | Sold by: santamonicawire..."
"Most Advanced Smartphone AvailableWow, Samsung really got it right with S8/S8+.  There is so much more to this phone than the reviews tell.  My battery lasts 3 days with daily use on savings mode.  Screen looks great always at FHD or QHD.  Phone is feature packed to the max.  You can remove all extra apps on unlocked version.  I will take this over other super fast phones, as capabilities win me over.Read full review...Verified purchase: No"
"Samsung S8 G950U is a Good Value for the PriceI ordered this G950U to replace my G900.  It was shipped very quickly and I was able to restore most of apps quickly.  The 64G internal memory is great and the signal performance and battery life are both really good.  I have already put a case and glass on it and have had no issues.  It does have a newer OS then my G900 had.  Took a little bit of a learning curve. I like the G950U as it is 5G and like the speed and performance.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: emb-phones"
"great phoneThis is my second LG phone in a row and I can't be more happy. This one has a very good performance, is very responsive and the screen looks great. I will definitely recommend this to anyone looking for a premium device with high end featuresRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: yywirelesss"
"Great phone!This is a great phone! Exactly as described and such a small phone to have a 5.8 inch screen! It's beautiful and you can't be disappointed in it. It's about the size of a 5.2 inch screen phone, only more narrow! This phone is a beast! Love it! Samsung knocked it out the park with this phone!Read full review...Verified purchase:  Yes | Condition: new | Sold by: techdealsforless"
"great quality, except..It indeed functions perfectly and has no signs of use whatsoever, the screen is nice and sleek as well as the back. No cracks or anything affecting the looks of display on the OUTSIDE. however, as said, this phone does have screen burn. Though you can hide it with a dark theme on apps and such, but it still bothers me a bit. other than that, the quality and price are great.Read full review...Product Reviews Images DialogProduct Reviews Images DialogProduct Reviews Images DialogProduct Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: pre-owned | Sold by: leopardtronics"
"Really nice device!Very happy with this new mobile handset!!!  Easy set up and great battery life!  I'm very please with the cameras and the easy functions.  My only complaint is minor and its that I prefer the sound control button on the right of the device!  I would def recommend a Samsung Galaxy S8Read full review...Verified purchase:  Yes | Condition: new | Sold by: santamonicawire..."
"Very good phoneThe phone came with no type of scratches or nothing came brand new the list day it has a shadow in the back ground can’t even tell to me the phone is brand new and beautiful thanks so muchVerified purchase:  Yes | Condition: pre-owned | Sold by: wirelesssdepot"
"Awesome purchaseThis product was practically new. I was very pleased with it. Internals work very well and I'm just amazed. Plus the phone came with a lot of extra brand new unused accessories. What a deal!Verified purchase:  Yes | Condition: pre-owned | Sold by: powpowtux"
"Good upgrade from the S7, but almost as fragile as an iPhone.I upgraded my older Galaxy S7 to the S8.  I like the feature upgrades and additional functionalities that the S8 has added, along with the newer Andriod version that S8 supports.  Battery life seems to be good.  Took a little getting used to as the \"Home\" button is no longer a button, but a touch icon, and the figure print reader is on the back now.  Before with the S7 I could unlock just by touching my thumb to the home button, but now I have to do a two-finger action.  Just took a while to get the rhythm down.My only negative feedback is the S8 is FRAGILE!  Almost as bad as an iPhone! It slipped from my hand and fell about 1 foot, and shattered the screen.  I've dropped my S7 from 3-4 feet onto the same surface without a scratch.  After doing some research, I found that the S8 has a reputation for being one of the most fragile Samsung.  Don't know about the S9.  I had even purchased a SlimArmour case and a StinkLight screen protector, just hadn't put it on yet as I had just had the phone a little more than 2 - 3 hours.  It was $$ to repair.Overall, it's a good phone and an improvement over the S7.  Get a good case and screen protector and put it on pronto to avoid additional costs.Read full review...Verified purchase:  Yes | Condition: new | Sold by: salesatdistribu..."
"I love this phone!I'm very happy I took the leap and bought the Samsung Galaxy S8!  I had wanted the S8+, but now that I have the S8 I'm very happy with it.The screen is 5.8\", which is big enough, but there are no bezels so the actual size of the overall phone is not huge.  Makes it easier to put in my pocket and hold in one hand while typing.And as far as the 64 GB of storage, I'm not worried about it because it has an expandable SD card slot, so I can expand my storage another 256 GB!I was excited about the fingerprint scanner, but I actually use the bio-metric iris scanner.  Once registered, all I have to do is look at the phone and it unlocks, and yes, it works every time and is super fast.  It doesn't matter if it is sunny, or in my room at night in the dark, it works!Touch Wiz has been updated to something called \"Samsung Experience\" which is nice.  The S8 updated itself right out of the box.  Running Android 7.0 Nougat which is nice!  The headphones that come with the phone seem very premium.I can't say enough about the rear camera.  I also owned a phone with dual 13 mp rear facing cameras, that can't take a picture anywhere near as beautiful as the S8.  The sensors and software that Samsung uses for their cameras' can't be beat!The super AMOLED display has ruined me for life.  It is so beautiful!Fast charge is nice, but the my only gripe is the battery life.  With very heavy use, I get about 6 hours with 15% left.  If I'm having a busy day, and not on my phone constantly, it will get me from 8 am to 10 pm with 10-15% battery left.The glass back is beautiful, and so are the curved bezel-less edges, which makes the phone slippery, and fair warning, they crack and break very easily.  I personally purchased a Rhino Shield bumper guard.  You can still appreciate the beauty of the phone, it is barely noticeable, with military grade protection.Rest assured, it is worth every penny!Read full review...Verified purchase:  Yes | Condition: new | Sold by: samsung"
"Great deal, Great FunctionThis phone is a great deal. It feels and functions just like a brand new Galaxy s8. There were next to no scratches, and any were extremely minor and not on the screen. As explicitly explained in the description, there is an image burned into the screen, but it really is barely noticeable (and usually only on a white or light page) and it very easy to get used to. I would highly recommend this product to anyone who is looking for a nice phone at a great price <U+0001F44D>. I would recommend a phone case, though, a little extra protection will make all the difference. The enclosed picture shows the image burn.Read full review...Product Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: pre-owned | Sold by: yywirelesss"
"Great Phone!After having so many problems with LG phones, I decided to switch brands and find a new provider. This unlocked phone can work on any network. I just took mine to straight talk and got the bring your own phone activation kit, and was able to choose between any of the networks to set up my service. It works flawlessly so far! It comes with the necessary pieces to transfer photos, videos, contacts, emails, and more from your old device. It also came with a pair of headphones. I paired it with a ring case (a case with a built in rotating ring to relieve weight from the pinky) and it's the perfect fit for my small hands.The phone itself is amazing and has worked flawlessly so far. It has blue light filtering, one-handed mode, video enhancer, multi-window and more. The camera is stunning and it comes with tons of filter and stickers! I was able to re-download all of my old apps lightening fast on this new phone. After setting up the phone, downloading 30+ apps, using some apps, and tweaking the phone settings, I still have over half of the battery left.I would say this is the best phone purchase I have ever made, well worth the money.Read full review...Verified purchase:  Yes | Condition: new | Sold by: samsung"
"Superb smart phone at great price.New 2017 phone with excellent ratings from the experts like Consumer Report.  Right size to carry in man's front pants pocket and one hand use.  Great storage between internal and slot for flash drive card.  Easy set up on my T-mobile network.  Excellent value for top line smart mobile phone.Read full review...Verified purchase:  Yes | Condition: new | Sold by: kivutech"
"Nice phone for casual userMy husband bought the Galaxy S8 a couple weeks ago. This is a good phone. The display quality is nice. The phone is not very wide, so my husband gave it to me and bought the Galaxy note 8 which he really likes when he is texting. For me the width is not an issue while texting because I prefer smaller phones. The speaker is also noticably loud and clear. I recommend switching off the always on display if you don't need it because I think it drains the battery much faster and it seems unnecessary in my opinion. I don't use my phone for much other than phone calls, texting, watching YouTube, and browsing the internet.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: cellfeee"
"Great phone minus one advanced feature.This is a great phone in form and function. I don't have a problem with the rear finger reader like so many have. My biggest complaint is the Bixby button. It launches that app by accident to easily.<br>An oddity on my phone which is unlocked and will work on any network: for some odd reason it doesn't have advanced calling which contains HD voice and Wi-Fi calling. I've called Samsung and Verizon (I'm using them right now) and both say the other is responsible for putting that on so it's not going to happen for me.Spectacular screen, super fast and so pretty. Great camera. Battery life is pretty good. Not a perfect phone but the best I've had so far.No phone is worth $600 or even $500 unless you do insane high grahics gaming or other crazy things that need top scale graphics and speed. I've owned $170 dollar phones that did everything I need (web surfing, videos, texting, calling) just a bit slower and not as nice pictures so that's why I am putting not a good value.But I do enjoy cell phones so every once in a while I play the fool and pop for a flagship.Read full review..."
"Longer battery life than my previous phone, works great with the wireless chargerA very nice phone (previously had a S5 so a leap in technology ) Also works great with the wireless charger I purchased. If you don't have a wireless charger get one (if your phone is supports QI) because it makes life easier and doesn't destroy your USB connector. Longer battery life than my previous phone. Very good fingerprint scanner. Beautiful screenI would have given it 5 stars but couldn't bring myself to click \"Awesome Sauce\"Read full review...Verified purchase:  Yes | Condition: new | Sold by: worldwirelessstar"
"Fabulous deviceGot the S8 for my wife and I love it more than my Note8.  I'm a big stylus user, so I stayed with the note.  This phone has a better design and the non + device has a large screen in a really easy to handle size.  Everything runs amazing.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: cellworksunlimited"
"The Good, The Bad and Some NotesThe Good- $899+ bucks worth of hardware for a relatively low price.- Top-grade technical specs.- Face recognition is nuts!- A really, really gorgeous design. Best phone design of 2017 (and 2018 too) IMHO.- Phone feels like it's going to last long, long time. Especially with the IP68 water and dust resistance certification.The Bad- Samsung UI still needs a bit of refinement.- Weird AF fingerprint sensor positioning. The sensor itself also needs some work.- Official Android updates take a little more time than I'd like to.Some Notes- 5.8\" may be a tad too big for one-handed use. A bit smaller would've resulted in the perfect smartphone size for my own preferences.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: jamesmauricebul..."
"Glad I waited, quality purchase.Few weeks in. Aside from a few barely noticeable dings/scratches the phone was in great shape. Battery seems to be pretty healthy. Came Carrier Unlocked and ready to go with proper cables. I'm happy with the purchase. Would buy again.As far as the Galaxy S8 itself, it's a slight upgrade from the 7 but not a huge leap. Worth the money in 2018, but wouldn't of bought new when it came out.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: phone_cellar"
"Great Phone - not compatible with Straight Talk though.We were unable to use this phone with StraightTalk.  We tried 4 different SIM cards, and after a month reverted back to our old LG phone.  This is an AT&T Samsung, we needed Verizon come to find out, so they sent a new Verizon Sim Card which didn't work either. Said we'd have to contact Samsung to do a hardware update to try.  This took a month of time with Straight Talk and my frustration level was thru the roof.  We went back to our old LG phone on Straight Talk and I will try and use this Samsung8 on our other Verizon plan... am waiting for a SIM card from Verizon to try.Read full review...Verified purchase:  Yes | Condition: new | Sold by: diamond.wireless"
"Great price!I was a bit unsure about buying this phone. But the positive feedback actually help me make a decision.Nicely packed, brand new phone, no scratches and it works smoothly.Couldn’t be more excited to have my new Galaxy S8.Thank you so much guys!!Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: yywirelesss"
"Fantastic phone, fantastic price !This S8 replaces the S5 five I've had for 3 years. What a great improvement ! So much faster, a great camera, and a beautiful display ! A pristine phone, at a great price. I love it !Verified purchase:  Yes | Condition: pre-owned | Sold by: multiforms_elec..."
"Great value for a great phone!Excellent price if you're looking to upgrade without spending too much. Popped in my SIM card and I was good to go! Phone looks practically new, except for a few tiny scratches on the screen I rarely notice. Arrived earlier than expected. The S8 has a lot of bells and whistles - I like to keep things simple so I spent a bit of time disabling some stuff which was easy. I'm never buying a phone at my carrier's store again.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: phone_cellar"
"It is a really great phone with a ton of features for a great price.It is a really good phone. The android 9 one ui is great  with tons of customisable features as well as dark mode. The phone is not way too large like most phones now a days. But it still has a great large screen. The iris scanner works well and waterproofing is great.Read full review...Product Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: new | Sold by: learbre"
"Great Condition, but has an internal Sim Card Reading issue that is costing more money and it's been very stressful.The phone works fantastic and has a great battery life but I was not told of a SIM card reading error problem that is recurring.  I have to carry my SIM card pen peace everywhere I go because my phone will not read my SIM card at certain points. I have to restart the phone and re insert the sim card for it to work a day if I'm lucky.  It has been happening since I received the phone.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: ryan5810"
"Great product.This phone so far has been amazing is in great condition and the minor scratches are not visible at all. The phone feels brand new and very functional. ThanksVerified purchase:  Yes | Condition: pre-owned | Sold by: coolandfunnyspe..."
"New Galaxy s8The phone was advertised as new. It is. Have never purchased an unseen cellphone before. A bit scary, but was the right thing to do. Took it to my local AT&T. They installed a nano SIM card, (mine was micro), and it wored right away. After using wireless Smart Switch to transfer all info into this phone, nothing but smiles on our faces. Yes I would recommend. ThanxRead full review...Verified purchase:  Yes | Condition: new | Sold by: diamond.wireless"
"Brand New Earlier Model Phone for Way LessExcellent phone if you don't care about having the latest, greatest version,  which I don't. I'm sure 2 or 3 years ago this phone was 7 or 800 bucks,  but just just got a brand new unopened phone for under $300. I'm replacing my 5 year old S6. Can't go wrong with a Galaxy in my book. Timely shipment and processing. Easy to work with.Read full review...Verified purchase:  Yes | Condition: new | Sold by: diamond.wireless"
"Good upgrade from the S7, but almost as fragile as an iPhone.I upgraded my older Galaxy S7 to the S8.  I like the feature upgrades and additional functionalities that the S8 has added, along with the newer Andriod version that S8 supports.  Battery life seems to be good.  Took a little getting used to as the \"Home\" button is no longer a button, but a touch icon, and the figure print reader is on the back now.  Before with the S7 I could unlock just by touching my thumb to the home button, but now I have to do a two-finger action.  Just took a while to get the rhythm down.My only negative feedback is the S8 is FRAGILE!  Almost as bad as an iPhone! It slipped from my hand and fell about 1 foot, and shattered the screen.  I've dropped my S7 from 3-4 feet onto the same surface without a scratch.  After doing some research, I found that the S8 has a reputation for being one of the most fragile Samsung.  Don't know about the S9.  I had even purchased a SlimArmour case and a StinkLight screen protector, just hadn't put it on yet as I had just had the phone a little more than 2 - 3 hours.  It was $$ to repair.Overall, it's a good phone and an improvement over the S7.  Get a good case and screen protector and put it on pronto to avoid additional costs.Read full review...Verified purchase:  Yes | Condition: new | Sold by: salesatdistribu..."
"I love this phone!I'm very happy I took the leap and bought the Samsung Galaxy S8!  I had wanted the S8+, but now that I have the S8 I'm very happy with it.The screen is 5.8\", which is big enough, but there are no bezels so the actual size of the overall phone is not huge.  Makes it easier to put in my pocket and hold in one hand while typing.And as far as the 64 GB of storage, I'm not worried about it because it has an expandable SD card slot, so I can expand my storage another 256 GB!I was excited about the fingerprint scanner, but I actually use the bio-metric iris scanner.  Once registered, all I have to do is look at the phone and it unlocks, and yes, it works every time and is super fast.  It doesn't matter if it is sunny, or in my room at night in the dark, it works!Touch Wiz has been updated to something called \"Samsung Experience\" which is nice.  The S8 updated itself right out of the box.  Running Android 7.0 Nougat which is nice!  The headphones that come with the phone seem very premium.I can't say enough about the rear camera.  I also owned a phone with dual 13 mp rear facing cameras, that can't take a picture anywhere near as beautiful as the S8.  The sensors and software that Samsung uses for their cameras' can't be beat!The super AMOLED display has ruined me for life.  It is so beautiful!Fast charge is nice, but the my only gripe is the battery life.  With very heavy use, I get about 6 hours with 15% left.  If I'm having a busy day, and not on my phone constantly, it will get me from 8 am to 10 pm with 10-15% battery left.The glass back is beautiful, and so are the curved bezel-less edges, which makes the phone slippery, and fair warning, they crack and break very easily.  I personally purchased a Rhino Shield bumper guard.  You can still appreciate the beauty of the phone, it is barely noticeable, with military grade protection.Rest assured, it is worth every penny!Read full review...Verified purchase:  Yes | Condition: new | Sold by: samsung"
"Great deal, Great FunctionThis phone is a great deal. It feels and functions just like a brand new Galaxy s8. There were next to no scratches, and any were extremely minor and not on the screen. As explicitly explained in the description, there is an image burned into the screen, but it really is barely noticeable (and usually only on a white or light page) and it very easy to get used to. I would highly recommend this product to anyone who is looking for a nice phone at a great price <U+0001F44D>. I would recommend a phone case, though, a little extra protection will make all the difference. The enclosed picture shows the image burn.Read full review...Product Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: pre-owned | Sold by: yywirelesss"
"Great Phone!After having so many problems with LG phones, I decided to switch brands and find a new provider. This unlocked phone can work on any network. I just took mine to straight talk and got the bring your own phone activation kit, and was able to choose between any of the networks to set up my service. It works flawlessly so far! It comes with the necessary pieces to transfer photos, videos, contacts, emails, and more from your old device. It also came with a pair of headphones. I paired it with a ring case (a case with a built in rotating ring to relieve weight from the pinky) and it's the perfect fit for my small hands.The phone itself is amazing and has worked flawlessly so far. It has blue light filtering, one-handed mode, video enhancer, multi-window and more. The camera is stunning and it comes with tons of filter and stickers! I was able to re-download all of my old apps lightening fast on this new phone. After setting up the phone, downloading 30+ apps, using some apps, and tweaking the phone settings, I still have over half of the battery left.I would say this is the best phone purchase I have ever made, well worth the money.Read full review...Verified purchase:  Yes | Condition: new | Sold by: samsung"
"Superb smart phone at great price.New 2017 phone with excellent ratings from the experts like Consumer Report.  Right size to carry in man's front pants pocket and one hand use.  Great storage between internal and slot for flash drive card.  Easy set up on my T-mobile network.  Excellent value for top line smart mobile phone.Read full review...Verified purchase:  Yes | Condition: new | Sold by: kivutech"
"Nice phone for casual userMy husband bought the Galaxy S8 a couple weeks ago. This is a good phone. The display quality is nice. The phone is not very wide, so my husband gave it to me and bought the Galaxy note 8 which he really likes when he is texting. For me the width is not an issue while texting because I prefer smaller phones. The speaker is also noticably loud and clear. I recommend switching off the always on display if you don't need it because I think it drains the battery much faster and it seems unnecessary in my opinion. I don't use my phone for much other than phone calls, texting, watching YouTube, and browsing the internet.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: cellfeee"
"Great phone minus one advanced feature.This is a great phone in form and function. I don't have a problem with the rear finger reader like so many have. My biggest complaint is the Bixby button. It launches that app by accident to easily.<br>An oddity on my phone which is unlocked and will work on any network: for some odd reason it doesn't have advanced calling which contains HD voice and Wi-Fi calling. I've called Samsung and Verizon (I'm using them right now) and both say the other is responsible for putting that on so it's not going to happen for me.Spectacular screen, super fast and so pretty. Great camera. Battery life is pretty good. Not a perfect phone but the best I've had so far.No phone is worth $600 or even $500 unless you do insane high grahics gaming or other crazy things that need top scale graphics and speed. I've owned $170 dollar phones that did everything I need (web surfing, videos, texting, calling) just a bit slower and not as nice pictures so that's why I am putting not a good value.But I do enjoy cell phones so every once in a while I play the fool and pop for a flagship.Read full review..."
"Longer battery life than my previous phone, works great with the wireless chargerA very nice phone (previously had a S5 so a leap in technology ) Also works great with the wireless charger I purchased. If you don't have a wireless charger get one (if your phone is supports QI) because it makes life easier and doesn't destroy your USB connector. Longer battery life than my previous phone. Very good fingerprint scanner. Beautiful screenI would have given it 5 stars but couldn't bring myself to click \"Awesome Sauce\"Read full review...Verified purchase:  Yes | Condition: new | Sold by: worldwirelessstar"
"Fabulous deviceGot the S8 for my wife and I love it more than my Note8.  I'm a big stylus user, so I stayed with the note.  This phone has a better design and the non + device has a large screen in a really easy to handle size.  Everything runs amazing.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: cellworksunlimited"
"The Good, The Bad and Some NotesThe Good- $899+ bucks worth of hardware for a relatively low price.- Top-grade technical specs.- Face recognition is nuts!- A really, really gorgeous design. Best phone design of 2017 (and 2018 too) IMHO.- Phone feels like it's going to last long, long time. Especially with the IP68 water and dust resistance certification.The Bad- Samsung UI still needs a bit of refinement.- Weird AF fingerprint sensor positioning. The sensor itself also needs some work.- Official Android updates take a little more time than I'd like to.Some Notes- 5.8\" may be a tad too big for one-handed use. A bit smaller would've resulted in the perfect smartphone size for my own preferences.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: jamesmauricebul..."
"Wireless charging in a modern fully featured device.Even though an older model than current flagships, Samsung is still upgrading the operating system with most of the newest features.  It's almost like a flagship at half the cost.  I love the edge feature for most used apps, the face recognition, and the NFC payment option.  64 GB is more than I will ever need but I still inserted an SD card so I have tons of space.  Battery life is excellent but maybe the most useful is the wireless charging.  Not having to ever plug it in is great.Read full review...Verified purchase:  Yes | Condition: new | Sold by: diamond.wireless"
